ticker,ticker_yahoo,exchange,name
SPLB,SPLB,P,State Street SPDR Portfolio Long Term Corporate Bond ETF
SPLV,SPLV,P,Invesco S&P 500 Low Volatility ETF
SPMA,SPMA,N,"Sound Point Meridian Capital, Inc. 8.00% Series A Preferred Shares Due 2029"
SPMB,SPMB,P,State Street SPDR Portfolio Mortgage Backed Bond ETF
SPMC,SPMC,N,"Sound Point Meridian Capital, Inc. Common Stock"
SPMD,SPMD,P,State Street SPDR Portfolio S&P 400 Mid Cap ETF
SPME,SPME,N,"Sound Point Meridian Capital, Inc. 7.875% Series B Preferred Shares due 2030"
SPMO,SPMO,P,Invesco S&P 500 Momentum ETF
SPMV,SPMV,Z,Invesco S&P 500 Minimum Variance ETF
SPNT,SPNT,N,SiriusPoint Ltd. Common Shares
SPNT$B,SPNT$B,N,"SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares, Series B, $25.00 liquidation preference per share"
SPOT,SPOT,N,Spotify Technology S.A. Ordinary Shares
SPPP,SPPP,P,Sprott Physical Platinum and Palladium Trust
SPRE,SPRE,P,SP Funds S&P Global REIT Sharia ETF
SPRU,SPRU,N,Spruce Power Holding Corporation Class A Common Stock
SPSB,SPSB,P,State Street SPDR Portfolio Short Term Corporate Bond ETF
SPSK,SPSK,P,SP Funds Dow Jones Global Sukuk ETF
SPSM,SPSM,P,State Street SPDR Portfolio S&P 600 Small Cap ETF
SPTB,SPTB,P,State Street SPDR Portfolio Treasury ETF
SPTE,SPTE,P,SP Funds S&P Global Technology ETF
SPTI,SPTI,P,State Street SPDR Portfolio Intermediate Term Treasury ETF
SPTL,SPTL,P,State Street SPDR Portfolio Long Term Treasury ETF
SPTM,SPTM,P,State Street SPDR Portfolio S&P 1500 Composite Stock Market ETF
SPTS,SPTS,P,State Street SPDR Portfolio Short Term Treasury ETF
SPTU,SPTU,P,State Street SPDR Portfolio Ultra Short T-Bill ETF
SPUC,SPUC,P,Simplify US Equity PLUS Upside Convexity ETF
SPUS,SPUS,P,SP Funds S&P 500 Sharia Industry Exclusions ETF
SPUT,SPUT,P,Innovator Equity Premium Income - Daily PutWrite ETF
SPUU,SPUU,P,Direxion Daily S&P 500 Bull 2X Shares
SPVM,SPVM,P,Invesco S&P 500 Value with Momentum ETF
SPVU,SPVU,P,Invesco S&P 500 Enhanced Value ETF
SPWO,SPWO,P,SP Funds S&P World (ex-US) ETF
SPXC,SPXC,N,"SPX Technologies, Inc. Common Stock"
SPXE,SPXE,P,ProShares S&P 500 Ex-Energy ETF
SPXL,SPXL,P,Direxion Daily S&P 500 Bull 3X Shares
SPXN,SPXN,P,ProShares S&P 500 Ex-Financials ETF
SPXS,SPXS,P,Direxion Daily S&P 500 Bear 3X
SPXT,SPXT,P,ProShares S&P 500 Ex-Technology ETF
SPXU,SPXU,P,ProShares UltraPro Short S&P500
SPXV,SPXV,P,ProShares S&P 500 Ex-Health Care ETF
SPXX,SPXX,N,Nuveen S&P 500 Dynamic Overwrite Fund
SPY,SPY,P,SPDR S&P 500
SPYA,SPYA,Z,Twin Oak Endure ETF
SPYC,SPYC,P,Simplify US Equity PLUS Convexity ETF
SPYD,SPYD,P,State Street SPDR Portfolio S&P 500 High Dividend ETF
SPYG,SPYG,P,State Street SPDR Portfolio S&P 500 Growth ETF
SPYH,SPYH,Z,NEOS S&P 500 Hedged Equity Income ETF
SPYI,SPYI,Z,NEOS S&P 500 High Income ETF
SPYM,SPYM,P,State Street SPDR Portfolio S&P 500 ETF
SPYT,SPYT,P,Defiance S&P 500 Target Income ETF
SPYU,SPYU,P,"MAX S&P 500 4X Leveraged ETNs due October 30, 2043"
SPYV,SPYV,P,State Street SPDR Portfolio S&P 500 Value ETF
SPYX,SPYX,P,State Street SPDR S&P 500 Fossil Fuel Reserves Free ETF
SQM,SQM,N,Sociedad Quimica y Minera S.A. Common Stock
SQMX,SQMX,Z,FT Vest U.S. Equity Quarterly Max Buffer ETF
SQNS,SQNS,N,Sequans Communications S.A. American Depositary Shares (each representing one hundred (100) Ordinary Shares)
SR,SR,N,Spire Inc. Common Stock
SR$A,SR$A,N,"Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock"
SRE,SRE,N,DBA Sempra Common Stock
SREA,SREA,N,DBA Sempra 5.750% Junior Subordinated Notes due 2079
SRFM,SRFM,N,Surf Air Mobility Inc. Common Stock
SRG,SRG,N,Seritage Growth Properties Class A Common Stock
SRG$A,SRG$A,N,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest
SRHQ,SRHQ,P,SRH U.S. Quality GARP ETF
SRHR,SRHR,P,SRH REIT Covered Call ETF
SRI,SRI,N,"Stoneridge, Inc. Common Stock"
SRL,SRL,N,Scully Royalty Ltd.
SRLN,SRLN,P,State Street Blackstone Senior Loan ETF
SROI,SROI,P,Calamos Antetokounmpo Global Sustainable Equities ETF
SRPU,SRPU,Z,Tradr 2X Long SRPT Daily ETF
SRS,SRS,P,ProShares UltraShort Real Estate
SRTY,SRTY,P,ProShares UltraPro Short Russell2000
SRV,SRV,N,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest
SRVR,SRVR,P,Pacer Data & Infrastructure Real Estate ETF
SRXH,SRXH,A,"SRX Health Solutions, Inc. Common Stock"
SSB,SSB,N,SouthState Bank Corporation Common Stock
SSD,SSD,N,"Simpson Manufacturing Company, Inc. Common Stock"
SSFI,SSFI,P,Day Hagan Smart Sector Fixed Income ETF
SSG,SSG,P,ProShares UltraShort Semiconductors
SSK,SSK,Z,REX-Osprey SOL + Staking ETF
SSL,SSL,N,Sasol Ltd. American Depositary Shares
SSO,SSO,P,ProShares Ultra S&P500
SSPY,SSPY,P,Stratified LargeCap Index ETF
SST,SST,N,"System1, Inc. Class A Common Stock"
SSTK,SSTK,N,"Shutterstock, Inc. Common Stock"
SSUS,SSUS,P,Day Hagan Smart Sector ETF
SSXU,SSXU,P,Day Hagan Smart Sector International ETF
ST,ST,N,Sensata Technologies Holding plc Ordinary Shares
STAG,STAG,N,"Stag Industrial, Inc. Common Stock"
STAX,STAX,P,Nomura Tax-Free USA Short Term ETF
STBF,STBF,Z,Performance Trust Short Term Bond ETF
STBQ,STBQ,P,Amplify Stablecoin Technology ETF
STC,STC,N,Stewart Information Services Corporation Common Stock
STCE,STCE,P,Schwab Crypto Thematic ETF
STE,STE,N,STERIS plc (Ireland) Ordinary Shares
STEL,STEL,N,"Stellar Bancorp, Inc. Common Stock"
STEM,STEM,N,"Stem, Inc. Class A Common Stock"
STEN,STEN,Z,iShares Large Cap 10% Target Buffer Sep ETF
STEW,STEW,N,"SRH Total Return Fund, Inc. Common Stock"
STG,STG,N,"Sunlands Technology Group American Depositary Shares, representing Class A ordinary shares"
STHH,STHH,P,STMicroelectronics NV ADRhedged
STIP,STIP,P,iShares 0-5 Year TIPS Bond ETF
STK,STK,N,Columbia Seligman Premium Technology Growth Fund Inc
STLA,STLA,N,Stellantis N.V. Common Shares
STM,STM,N,STMicroelectronics N.V. Common Stock
STN,STN,N,Stantec Inc Common Stock
STNG,STNG,N,Scorpio Tankers Inc. Common Shares
STOT,STOT,Z,State Street DoubleLine Short Duration Total Return Tactical ETF
STOX,STOX,Z,Horizon Core Equity ETF
STPZ,STPZ,P,PIMCO 1-5 Year U.S. TIPS Index Exchange-Traded Fund
STRN,STRN,P,SMART Trend 25 ETF
STRV,STRV,N,Strive 500 ETF
STRW,STRW,A,"Strawberry Fields REIT, Inc. Common Stock"
STSM,STSM,P,Defiance Daily Target 2X Short TSM ETF
STT,STT,N,State Street Corporation Common Stock
STT$G,STT$G,N,"State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative"
STUB,STUB,N,"StubHub Holdings, Inc. Class A Common Stock"
STVN,STVN,N,Stevanato Group S.p.A. Ordinary Shares
STWD,STWD,N,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc."
STXD,STXD,N,Strive 1000 Dividend Growth ETF
STXE,STXE,N,Strive Emerging Markets Ex-China ETF
STXG,STXG,N,Strive 1000 Growth ETF
STXI,STXI,N,Strive International Developed Markets ETF
STXK,STXK,N,Strive Small-Cap ETF
STXM,STXM,N,Strive Mid-Cap ETF
STXS,STXS,A,"Stereotaxis, Inc. Common Stock"
STXT,STXT,N,Strive Total Return Bond ETF
STXV,STXV,N,Strive 1000 Value ETF
STZ,STZ,N,"Constellation Brands, Inc. Common Stock"
SU,SU,N,Suncor Energy  Inc. Common Stock
SUB,SUB,P,iShares Short-Term National Muni Bond ETF
SUI,SUI,N,"Sun Communities, Inc. Common Stock"
SUN,SUN,N,Sunoco LP Common Units representing limited partner interests
SUNC,SUNC,N,"SunocoCorp LLC Common Units, representing limited liability company interests"
SUPL,SUPL,P,ProShares Supply Chain Logistics ETF
SUPV,SUPV,N,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares
SURE,SURE,P,AdvisorShares Insider Advantage ETF
SURI,SURI,P,Simplify Propel Opportunities ETF
SUSA,SUSA,P,iShares ESG Optimized MSCI USA ETF
SUZ,SUZ,N,Suzano S.A. American Depositary Shares (each representing One Ordinary Share)
SVAL,SVAL,Z,iShares US Small Cap Value Factor ETF
SVIX,SVIX,Z,-1x Short VIX Futures ETF
SVM,SVM,A,Silvercorp Metals Inc. Common Shares
SVOL,SVOL,P,Simplify Volatility Premium ETF
SVV,SVV,N,"Savers Value Village, Inc. Common Stock"
SVXY,SVXY,Z,ProShares Short VIX Short Term Futures ETF
SW,SW,N,Smurfit WestRock plc Ordinary Shares
SWAN,SWAN,P,Amplify BlackSwan Growth & Treasury Core ETF
SWK,SWK,N,"Stanley Black & Decker, Inc. Common Stock"
SWX,SWX,N,"Southwest Gas Holdings, Inc. Common Stock (DE)"
SWZ,SWZ,N,Total Return Securities Fund Common Stock
SXC,SXC,N,"SunCoke Energy, Inc. Common Stock"
SXI,SXI,N,Standex International Corporation Common Stock
SXQG,SXQG,P,ETC 6 Meridian Quality Growth ETF
SXT,SXT,N,Sensient Technologies Corporation Common Stock
SYF,SYF,N,Synchrony Financial Common Stock
SYF$A,SYF$A,N,"Synchrony Financial Depositary Shares, each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A"
SYF$B,SYF$B,N,"Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock, Series B"
SYFI,SYFI,P,AB Short Duration High Yield ETF
SYK,SYK,N,Stryker Corporation Common Stock
SYLD,SYLD,Z,Cambria Shareholder Yield ETF
SYNX,SYNX,A,Silynxcom Ltd. Ordinary Shares
SYSB,SYSB,Z,iShares Systematic Bond ETF
SYY,SYY,N,Sysco Corporation Common Stock
SZK,SZK,P,ProShares UltraShort Consumer Staples
SZNE,SZNE,P,Pacer CFRA-Stovall Equal Weight Seasonal Rotation ETF
T,T,N,AT&T Inc.
T$A,T$A,N,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.000% Perpetual Preferred Stock, Series A"
T$C,T$C,N,"AT&T Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.750% Perpetual Preferred Stock, Series C"
TABD,TABD,P,Transamerica Bond Active ETF
TAC,TAC,N,TransAlta Corporation Ordinary Shares
TACK,TACK,P,Fairlead Tactical Sector ETF
TACN,TACN,P,T. Rowe Price Active Core International Equity ETF
TACU,TACU,P,T. Rowe Price Active Core U.S. Equity ETF
TAFI,TAFI,P,AB Tax-Aware Short Duration Municipal ETF
TAFL,TAFL,P,AB Tax-Aware Long Municipal ETF
TAFM,TAFM,P,AB Tax-Aware Intermediate Municipal ETF
TAGG,TAGG,P,T. Rowe Price QM U.S. Bond ETF
TAGS,TAGS,P,Teucrium Agricultural Fund ETV
TAIL,TAIL,Z,Cambria Tail Risk ETF
TAK,TAK,N,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock)
TAL,TAL,N,TAL Education Group American Depositary Shares
TALO,TALO,N,"Talos Energy, Inc. Common Stock"
TALV,TALV,P,Transamerica Large Value Active ETF
TAN,TAN,P,Invesco Solar ETF
TAP,TAP,N,Molson Coors Beverage Company Class B Common Stock
TAP.A,TAP-A,N,Molson Coors Beverage Company Class A Common Stock
TAPR,TAPR,Z,Innovator Equity Defined Protection ETF - 2 Yr to April 2027
TAXF,TAXF,P,American Century Diversified Municipal Bond ETF
TAXM,TAXM,P,BondBloxx IR+M Tax-Aware ETF for Massachusetts Residents
TAXX,TAXX,P,BondBloxx IR+M Tax-Aware Short Duration ETF
TBB,TBB,N,AT&T Inc. 5.350% Global Notes due 2066
TBBB,TBBB,N,BBB Foods Inc. Class A Common Shares
TBF,TBF,P,ProShares Short 20+ Year Treasury
TBFC,TBFC,P,The Brinsmere Fund  Conservative ETF
TBFG,TBFG,P,The Brinsmere Fund Growth ETF
TBG,TBG,P,TBG Dividend Focus ETF
TBI,TBI,N,"TrueBlue, Inc. Common Stock"
TBJL,TBJL,Z,Innovator 20  Year Treasury Bond 9 Buffer ETF - July
TBLL,TBLL,P,Invesco Short Term Treasury ETF
TBLU,TBLU,N,Tortoise Global Water Fund
TBN,TBN,N,Tamboran Resources Corporation Common stock
TBT,TBT,P,ProShares UltraShort Lehman 20  Year Treasury
TBUX,TBUX,P,T. Rowe Price Ultra Short-Term Bond ETF
TBX,TBX,P,ProShares Short 7 10 Year Treasury
TBXU,TBXU,P,Direxion Daily Biotech Top 5 Bull 2X ETF
TCAF,TCAF,P,T. Rowe Price Capital Appreciation Equity ETF
TCAI,TCAI,N,Tortoise AI Infrastructure ETF
TCAL,TCAL,P,T. Rowe Price Capital Appreciation Premium Income ETF
TCBX,TCBX,N,"Third Coast Bancshares, Inc. Common Stock"
TCGL,TCGL,A,TechCreate Group Ltd. Class A Ordinary Shares
TCHP,TCHP,P,T. Rowe Price Blue Chip Growth ETF
TCI,TCI,N,"Transcontinental Realty Investors, Inc. Common Stock"
TCPA,TCPA,N,TransCanada PipeLines Limited 6.250% Junior Subordinated Notes due 2085
TCPB,TCPB,P,Thrivent Core Plus Bond ETF
TCV,TCV,P,Towle Value ETF
TD,TD,N,Toronto Dominion Bank (The) Common Stock
TDAQ,TDAQ,Z,TappAlpha Innovation 100 Growth & Daily Income ETF
TDAY,TDAY,N,"USA TODAY Co., Inc. Common Stock"
TDC,TDC,N,Teradata Corporation Common Stock
TDEC,TDEC,Z,FT Vest Emerging Markets Buffer ETF - December
TDF,TDF,N,"Templeton Dragon Fund, Inc. Common Stock"
TDG,TDG,N,Transdigm Group Incorporated Common Stock
TDOC,TDOC,N,"Teladoc Health, Inc. Common Stock"
TDS,TDS,N,"Telephone and Data Systems, Inc. Common Shares"
TDS$U,TDS$U,N,"Telephone and Data Systems, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock"
TDS$V,TDS$V,N,"Telephone and Data Systems, Inc. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock"
TDTF,TDTF,P,FlexShares iBoxx 5 Year Target Duration TIPS Index Fund
TDTT,TDTT,P,FlexShares iBoxx 3 Year Target Duration TIPS Index Fund
TDV,TDV,Z,ProShares S&P Technology Dividend Aristocrats ETF
TDVG,TDVG,P,T. Rowe Price Dividend Growth ETF
TDVI,TDVI,Z,FT Vest Technology Dividend Target Income ETF
TDW,TDW,N,Tidewater Inc. Common Stock
TDY,TDY,N,Teledyne Technologies Incorporated Common Stock
TE,TE,N,T1 Energy Inc. Common Stock
TE.W,TE-W,N,"T1 Energy Inc. Warrants, each whole warrant exercisable to purchase one Common Stock at an exercise price of $11.50 per share"
TEC,TEC,P,Harbor Transformative Technologies ETF
TECB,TECB,P,iShares U.S. Tech Breakthrough Multisector ETF
TECK,TECK,N,Teck Resources Ltd Ordinary Shares
TECL,TECL,P,Direxion Technology Bull 3X Shares
TECS,TECS,P,Direxion Technology Bear 3X Shares
TEF,TEF,N,Telefonica SA Common Stock
TEI,TEI,N,"Templeton Emerging Markets Income Fund, Inc. Common Stock"
TEK,TEK,P,iShares Technology Opportunities Active ETF
TEL,TEL,N,TE Connectivity plc Ordinary Shares
TEMT,TEMT,Z,Tradr 2X Long TEM Daily ETF
TEMX,TEMX,Z,Touchstone Sands Capital Emerging Markets ex-China Growth ETF
TEN,TEN,N,Tsakos Energy Navigation Ltd Common Shares
TEN$E,TEN$E,N,"Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00"
TEN$F,TEN$F,N,"Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00"
TEND,TEND,Z,iShares Large Cap 10% Target Buffer Dec ETF
TENJ,TENJ,Z,iShares Large Cap 10% Target Buffer Jun ETF
TENM,TENM,Z,iShares Large Cap 10% Target Buffer Mar ETF
TEO,TEO,N,Telecom Argentina SA
TEQI,TEQI,P,T. Rowe Price Equity Income ETF
TESL,TESL,P,Simplify Volt TSLA Revolution ETF
TEST,TEST,Z,YieldMax TSLA Performance & Distribution Target 25 ETF
TETH,TETH,Z,21Shares Ethereum ETF
TEVA,TEVA,N,Teva Pharmaceutical Industries Limited American Depositary Shares
TEX,TEX,N,Terex Corporation Common Stock
TEXU,TEXU,P,Direxion Daily Energy Top 5 Bull 2X ETF
TFC,TFC,N,Truist Financial Corporation Common Stock
TFC$I,TFC$I,N,Truist Financial Corporation Depositary Shares
TFC$O,TFC$O,N,"Truist Financial Corporation Depositary Shares, Each Representing a 1/1,000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock"
TFC$R,TFC$R,N,"Truist Financial Corporation Depositary Shares, each representing 1/1,000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock"
TFI,TFI,P,State Street SPDR Nuveen ICE Municipal Bond ETF
TFII,TFII,N,TFI International Inc. Common Shares
TFIN,TFIN,N,"Triumph Financial, Inc. Common Stock"
TFIN$,TFIN$,N,"Triumph Financial, Inc. Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock"
TFJL,TFJL,Z,Innovator 20  Year Treasury Bond 5 Floor ETF - July
TFLO,TFLO,P,iShares Treasury Floating Rate Bond ETF
TFLR,TFLR,P,T. Rowe Price Floating Rate ETF
TFPM,TFPM,N,Triple Flag Precious Metals Corp. Common Shares
TFPN,TFPN,P,Blueprint Chesapeake Multi-Asset Trend ETF
TFSA,TFSA,N,"Terra Income Fund 6, LLC 7.00% Notes due 2026"
TFX,TFX,N,Teleflex Incorporated Common Stock
TG,TG,N,Tredegar Corporation Common Stock
TGB,TGB,A,"Taseko Mines, Ltd. Common Stock"
TGE,TGE,N,The Generation Essentials Group Class A Ordinary Shares
TGE.W,TGE-W,A,"The Generation Essentials Group Warrants, each whole warrant exercisable for one Class A Ordinary Share"
TGEN,TGEN,A,Tecogen Inc. Common Stock
TGLB,TGLB,P,T. Rowe Price Global Equity ETF
TGLR,TGLR,Z,LAFFER TENGLER Equity Income ETF
TGLS,TGLS,N,Tecnoglass Inc. Ordinary Shares
TGNA,TGNA,N,TEGNA Inc
TGRT,TGRT,P,T. Rowe Price Growth ETF
TGRW,TGRW,P,T. Rowe Price Growth Stock ETF
TGS,TGS,N,Transportadora de Gas del Sur SA TGS Common Stock
TGT,TGT,N,Target Corporation Common Stock
THC,THC,N,Tenet Healthcare Corporation Common Stock
THD,THD,P,iShares MSCI Thailand ETF
THEQ,THEQ,P,T. Rowe Price Hedged Equity ETF
THG,THG,N,Hanover Insurance Group Inc
THIR,THIR,N,THOR Index Rotation ETF
THLV,THLV,N,THOR Equal Weight Low Volatility ETF
THM,THM,A,"International Tower Hill Mines, Ltd. Ordinary Shares (Canada)"
THNQ,THNQ,P,ROBO Global Artificial Intelligence ETF
THNR,THNR,P,Amplify Weight Loss Drug & Treatment ETF
THO,THO,N,"Thor Industries, Inc. Common Stock"
THQ,THQ,N,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest
THR,THR,N,"Thermon Group Holdings, Inc. Common Stock"
THRO,THRO,P,iShares U.S. Thematic Rotation Active ETF
THS,THS,N,"Treehouse Foods, Inc. Common Stock"
THTA,THTA,P,SoFi Enhanced Yield ETF
THW,THW,N,abrdn World Healthcare Fund Shares of Beneficial Interest
THY,THY,P,Toews Agility Shares Dynamic Tactical Income ETF
THYF,THYF,P,T. Rowe Price U.S. High Yield ETF
TIC,TIC,N,"TIC Solutions, Inc. Common Stock"
TIER,TIER,P,T. Rowe Price International Equity Research ETF
TII,TII,A,Titan Mining Corporation Common Shares
TIIV,TIIV,P,AAM Todd International Intrinsic Value ETF
TILL,TILL,P,Teucrium Agricultural Strategy No K-1 ETF
TILT,TILT,Z,FlexShares Mornigstar US Market Factors Tilt Index Fund ETF
TIMB,TIMB,N,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) 
TIME,TIME,P,Clockwise Core Equity & Innovation ETF
TINS,TINS,P,Templeton International Insights ETF
TINT,TINT,P,ProShares Smart Materials ETF
TINY,TINY,P,ProShares Nanotechnology ETF
TIP,TIP,P,iShares TIPS Bond ETF
TIPA,TIPA,P,Northern Trust 2030 Inflation-Linked Distributing Ladder ETF
TIPB,TIPB,P,Northern Trust 2035 Inflation-Linked Distributing Ladder ETF
TIPC,TIPC,P,Northern Trust 2045 Inflation-Linked Distributing Ladder ETF
TIPD,TIPD,P,Northern Trust 2055 Inflation-Linked Distributing Ladder ETF
TIPX,TIPX,P,State Street SPDR Bloomberg 1a??10 Year TIPS ETF
TIPZ,TIPZ,P,PIMCO Broad U.S. TIPS Index Exchange-Traded Fund
TISI,TISI,N,"Team, Inc. Common Stock"
TJAN,TJAN,Z,Innovator Equity Defined Protection ETF - 2 Yr to January 2027
TJUL,TJUL,Z,Innovator Equity Defined Protection ETF - 2 Yr to July 2027
TJUN,TJUN,Z,FT Vest Emerging Markets Buffer ETF - June
TJX,TJX,N,"TJX Companies, Inc. (The) Common Stock"
TK,TK,N,Teekay Corporation Ltd. Common Stock
TKC,TKC,N,Turkcell Iletisim Hizmetleri AS Common Stock
TKNQ,TKNQ,P,Amplify Tokenization Technology ETF
TKO,TKO,N,"TKO Group Holdings, Inc. Class A Common Stock"
TKR,TKR,N,Timken Company (The) Common Stock
TLCI,TLCI,P,Touchstone International Equity ETF
TLH,TLH,P,iShares 10-20 Year Treasury Bond ETF
TLK,TLK,N,"PT Telekomunikasi Indonesia, Tbk"
TLTD,TLTD,P,FlexShares Morningstar Developed Markets ex-US Factor Tilt Index Fund
TLTE,TLTE,P,FlexShares Morningstar Emerging Markets Factor Tilt Index Fund
TLTI,TLTI,Z,NEOS Enhanced Income 20+ Year Treasury Bond ETF
TLTP,TLTP,Z,Amplify TLT U.S. Treasury 12% Option Income ETF
TLTW,TLTW,Z,iShares 20+ Year Treasury Bond BuyWrite Strategy ETF
TLTX,TLTX,Z,Global X Treasury Bond Enhanced Income ETF
TLYS,TLYS,N,"Tilly's, Inc. Common Stock"
TM,TM,N,Toyota Motor Corporation Common Stock
TMAR,TMAR,Z,FT Vest Emerging Markets Buffer ETF - March
TMAT,TMAT,Z,Main Thematic Innovation ETF
TMDE,TMDE,A,TMD Energy Limited Ordinary Shares
TMDV,TMDV,Z,ProShares Russell US Dividend Growers ETF
TME,TME,N,"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares"
TMF,TMF,P,Direxion Daily 20-Yr Treasury Bull 3x Shrs
TMFC,TMFC,Z,Motley Fool 100 Index ETF ETF
TMFE,TMFE,Z,Motley Fool Capital Efficiency 100 Index ETF
TMFG,TMFG,Z,Motley Fool Global Opportunities ETF
TMFM,TMFM,Z,Motley Fool Mid-Cap Growth ETF
TMFS,TMFS,Z,Motley Fool Small-Cap Growth ETF
TMFX,TMFX,Z,Motley Fool Next Index ETF
TMH,TMH,P,Toyota Motor Corporation ADRhedged
TMHC,TMHC,N,Taylor Morrison Home Corporation Common Stock
TMLP,TMLP,P,Tortoise MLP ETF
TMO,TMO,N,Thermo Fisher Scientific Inc Common Stock
TMP,TMP,A,Tompkins Financial Corporation Common Stock
TMQ,TMQ,A,Trilogy Metals Inc. Common Stock
TMSL,TMSL,P,T. Rowe Price Small-Mid Cap ETF
TMV,TMV,P,Direxion Daily 20-Year Treasury Bear 3X
TMVE,TMVE,P,Thrivent Mid Cap Value ETF
TNA,TNA,P,Direxion Small Cap Bull 3X Shares
TNC,TNC,N,Tennant Company Common Stock
TNET,TNET,N,"TriNet Group, Inc. Common Stock"
TNGY,TNGY,N,Tortoise Energy Fund
TNK,TNK,N,Teekay Tankers Ltd.
TNL,TNL,N,Travel   Leisure Co. Common  Stock
TNUK,TNUK,P,Tortoise Nuclear Renaissance ETF
TOAK,TOAK,P,Manager Directed Portfolios Twin Oak Short Horizon Absolute Return ETF
TOCT,TOCT,Z,Innovator Equity Defined Protection ETF - 2 Yr to October 2027
TOGA,TOGA,P,Managed Portfolio Series Tremblant Global ETF
TOK,TOK,P,iShares MSCI Kokusai ETF
TOKE,TOKE,Z,Cambria Cannabis ETF
TOL,TOL,N,"Toll Brothers, Inc. Common Stock"
TOLL,TOLL,Z,Tema Monopolies and Oligopolies ETF
TOLZ,TOLZ,P,ProShares DJ Brookfield Global Infrastructure ETF
TOON,TOON,A,"Kartoon Studios, Inc. Common Stock"
TOPC,TOPC,P,iShares S&P 500 3% Capped ETF
TOPP,TOPP,A,Toppoint Holdings Inc. Common Stock
TOPS,TOPS,A,"TOP Ships, Inc. Common Stock"
TOPT,TOPT,P,iShares Top 20 U.S. Stocks ETF
TOST,TOST,N,"Toast, Inc. Class A Common Stock"
TOT,TOT,P,LionShares U.S. Equity Total Return ETF
TOTL,TOTL,P,State Street DoubleLine Total Return Tactical ETF
TOTR,TOTR,P,T. Rowe Price Total Return ETF
TOUS,TOUS,P,T. Rowe Price International Equity ETF
TOV,TOV,P,JLens 500 Jewish Advocacy U.S. ETF
TOVX,TOVX,A,"Theriva Biologics, Inc. Common Stock"
TOXR,TOXR,Z,Shares of Beneficial Interest
TPB,TPB,N,"Turning Point Brands, Inc. Common Stock"
TPC,TPC,N,Tutor Perini Corporation Common Stock
TPET,TPET,A,Trio Petroleum Corp. Common Stock
TPH,TPH,N,"Tri Pointe Homes, Inc. Common Stock"
TPHD,TPHD,P,Timothy Plan High Dividend Stock ETF
TPIF,TPIF,P,Timothy Plan International ETF
TPL,TPL,N,Texas Pacific Land Corporation Common Stock
TPLC,TPLC,P,Timothy Plan US Large/Mid Cap Core ETF
TPOR,TPOR,P,Direxion Daily Transportation Bull 3X Shares
TPR,TPR,N,"Tapestry, Inc. Common Stock"
TPSC,TPSC,P,Timothy Plan US Small Cap Core ETF
TPTA,TPTA,N,"Terra Property Trust, Inc. 6.00% Notes due 2026"
TPVG,TPVG,N,TriplePoint Venture Growth BDC Corp. Common Stock
TPYP,TPYP,N,Tortoise North American Pipeline Fund
TPZ,TPZ,N,Tortoise Essential Energy Fund
TR,TR,N,"Tootsie Roll Industries, Inc. Common Stock"
TRAK,TRAK,N,"ReposiTrak, Inc. Common Stock"
TRC,TRC,N,Tejon Ranch Co Common Stock
TREX,TREX,N,"Trex Company, Inc. Common Stock"
TRFK,TRFK,P,Pacer Data and Digital Revolution ETF
TRFM,TRFM,P,AAM Transformers ETF
TRGP,TRGP,N,"Targa Resources, Inc. Common Stock"
TRIO,TRIO,Z,MC Trio Equity Buffered ETF
TRN,TRN,N,"Trinity Industries, Inc. Common Stock"
